"GeneName","log2FoldChange","PValue","AdjustedPValue"
"SKAP2",-0.196258814426743,0.228869409531945,0.999380980658289
"SLC25A5",-0.0715818086744012,0.619678264050724,0.999380980658289
"MCUB",-0.125334685961785,0.387188348120662,0.999380980658289
"POLR2J",0.0355410824674374,0.751420063198829,0.999380980658289
"DHX33",-0.0205568487874546,0.81445679756743,0.999380980658289
"THSD7A",0.0821441276592128,0.579558526294246,0.999380980658289
"LIG3",0.140597708325565,0.0607543283182078,0.999380980658289
"RPAP3",-0.0922629662277102,0.285116801194439,0.999380980658289
"ACSM3",-0.00959244138220813,0.987541514565784,0.999380980658289
"REXO5",0.0922189494850105,0.638342712042639,0.999380980658289
"SPPL2B",0.130879662424837,0.371147485564451,0.999380980658289
"ATOSB",0.0160877691870984,0.901596034146485,0.999380980658289
"MSL3",0.0477386621980341,0.651962811807195,0.999380980658289
"CREBBP",0.0768782007582126,0.436777101804408,0.999380980658289
"TSPOAP1",0.422391347990124,0.242417846986211,0.999380980658289
"MPO",-0.278395120940613,0.335819304388998,0.999380980658289
"PON1",0.196253723334769,0.377049051102783,0.999380980658289
"GCFC2",0.0426669125086066,0.777856595815603,0.999380980658289
"WDR54",-0.021785432924743,0.903438342115251,0.999380980658289
"CROT",0.0349780020289508,0.726421685626858,0.999380980658289
"ABCB4",-0.415614453117672,0.207919039059149,0.999380980658289
"KMT2E",0.0202806849342394,0.795981462188896,0.999380980658289
"RHBDD2",-0.029209796165657,0.890316308093115,0.999380980658289
"SOX8",-0.0616110751290845,0.664634912443363,0.999380980658289
"IBTK",0.0367623756310448,0.687372081538043,0.999380980658289
"ZNF195",0.120358396152144,0.251913812558236,0.999380980658289
"MYCBP2",0.0710089932326013,0.716222448102682,0.999380980658289
"FBXL3",-0.166662235042111,0.071355670319667,0.999380980658289
"ITGAL",-0.312168416238676,0.248833021787625,0.999380980658289
"PDK2",0.0911508208182294,0.27232319761872,0.999380980658289
"ITGA3",0.175925088768422,0.521198730634146,0.999380980658289
"ZFX",-0.0735941385852412,0.615556940470663,0.999380980658289
"LAMP2",-0.25383950435449,0.026457491135516,0.999380980658289
"ENSG00000005955",-0.0126004714933827,0.866965359721416,0.999380980658289
"ITGA2B",0.455706172117952,0.0570329267170328,0.999380980658289
"ASB4",0.0212748349931968,0.87718160861764,0.999380980658289
"GDE1",-0.153428459602128,0.17823210154066,0.999380980658289
"REX1BD",0.0618451975025407,0.493914420777024,0.999380980658289
"CRLF1",0.476456320301185,0.367136877242211,0.999380980658289
"OSBPL7",0.218911161191319,0.11761090340025,0.999380980658289
"TMEM98",-0.0409940017127938,0.815189264954658,0.999380980658289
"YBX2",0.807737484587046,0.0389541455563363,0.999380980658289
"MAP3K14",0.0234855597331827,0.820245538305304,0.999380980658289
"ABCC8",0.36316163699807,0.106457750297775,0.999380980658289
"ENSG00000006075",0.264903312493137,0.724560474711983,0.999380980658289
"CACNG3",0.231669915612557,0.729016675128704,0.999380980658289
"TMEM132A",0.129420737994508,0.470985977327416,0.999380980658289
"TAC1",0.179828824247579,0.746673716382632,0.999380980658289
"ZNF263",0.000965026059866172,0.988133405724215,0.999380980658289
"CX3CL1",0.0801952129999493,0.817301214858424,0.999380980658289
"SPATA20",0.190891866471223,0.281827679718796,0.999380980658289
"CACNA1G",0.353285480706705,0.558798580066938,0.999380980658289
"TNFRSF12A",-0.103524964269061,0.704559970439423,0.999380980658289
"DLX6",0.452414862296213,0.381218111922823,0.999380980658289
"MAP3K9",0.205341261468584,0.692425024406898,0.999380980658289
"RALA",-0.0612488214338666,0.561775518570412,0.999380980658289
"BAIAP2L1",0.167947631653849,0.457698839695994,0.999380980658289
"KDM7A",-0.0943783119553623,0.348353797328141,0.999380980658289
"ETV1",0.174269813404104,0.523938349328275,0.999380980658289
"AGK",0.0621873875193269,0.599090377168284,0.999380980658289
"ALDH3B1",-0.21830672012372,0.192938578802868,0.999380980658289
"TTC22",-0.643077556986884,0.097446054498852,0.999380980658289
"PHTF2",-0.0378861937531804,0.734643522693876,0.999380980658289
"CCL26",0.562200643262865,0.580659493320479,0.999380980658289
"FARP2",0.128011344102281,0.241563116426027,0.999380980658289
"USH1C",-0.232345566740635,0.44885136472319,0.999380980658289
"GGCT",0.0706526318105735,0.742687578022958,0.999380980658289
"DBF4",-0.0924084065469889,0.561281916522217,0.999380980658289
"TBXA2R",0.103411500735442,0.640641813462454,0.999380980658289
"IFRD1",-0.0829536530723691,0.420777751057557,0.999380980658289
"COX10",-0.0634251244428907,0.559820548690981,0.999380980658289
"GTF2IRD1",-0.178232500941229,0.416753652612831,0.999380980658289
"PAF1",-0.0665732916096562,0.434108498492557,0.999380980658289
"VPS41",0.0512305236127093,0.649679340291494,0.999380980658289
"ARHGAP44",0.146717750095348,0.703816940688863,0.999380980658289
"ELAC2",0.0395542841253651,0.628679400884398,0.999380980658289
"SCIN",-0.549872914389425,0.176489486710815,0.999380980658289
"ARSD",-0.138374773964862,0.45889533707819,0.999380980658289
"PNPLA4",0.148027751186134,0.43420395293712,0.999380980658289
"MYH13",0.374111378481903,0.764354520742068,0.999380980658289
"ADIPOR2",-0.259832936183381,0.0812485852932616,0.999380980658289
"CDKL3",-0.061783087428389,0.33445424821656,0.999380980658289
"UPP2",-0.029610418853745,0.90075097982509,0.999380980658289
"PRSS21",1.06165626470649,0.546021626251454,0.999380980658289
"MARK4",0.114015460865153,0.458471972364554,0.999380980658289
"PROM1",0.0106061228165818,0.928261109558559,0.999380980658289
"CCDC124",0.0300542739166821,0.719118938715262,0.999380980658289
"CEACAM21",-0.0906998356198971,0.84159411606065,0.999380980658289
"PAFAH1B1",-0.0273629328515979,0.820154448305627,0.999380980658289
"NOS2",-0.0875051730412904,0.791873748928652,0.999380980658289
"DNAH9",-0.0427980156234825,0.858018569658179,0.999380980658289
"BLTP2",0.0656467792760107,0.273897762044749,0.999380980658289
"SLC13A2",0.648031486416238,0.754033918616553,0.999380980658289
"GAS7",-0.0611506728735744,0.531792012683731,0.999380980658289
"TRAPPC6A",-0.0736009956993664,0.564521138461143,0.999380980658289
"MATK",0.169394680489447,0.737459544777511,0.999380980658289
"CD79B",-0.258958768980157,0.678107224774751,0.999380980658289
"SCN4A",0.303996215200686,0.585710707382993,0.999380980658289
"ST7L",0.0172869928779407,0.828234879459993,0.999380980658289
"TKTL1",-0.625155153819715,0.404967244634474,0.999380980658289
"PAX6",0.146978077222007,0.455287679347796,0.999380980658289
"RPUSD1",-0.0316706340686641,0.778652415237923,0.999380980658289
"RHBDF1",0.101633620643365,0.588064007948353,0.999380980658289
"LUC7L",0.129199692680377,0.316020520329188,0.999380980658289
"CACNA2D2",0.269294912075538,0.412766313823445,0.999380980658289
"BAIAP3",0.352604395311523,0.182784554894533,0.999380980658289
"TSR3",0.0157773699845716,0.876046218187708,0.999380980658289
"PIGQ",0.154744972513437,0.0827876999557173,0.999380980658289
"CRAMP1",0.14337198749124,0.0421511246491023,0.999380980658289
"TEAD3",-0.18139772338389,0.488272571121605,0.999380980658289
"SELE",1.35670767993761,0.0312313420615175,0.999380980658289
"DNAJC11",0.0652761771851034,0.334517330219227,0.999380980658289
"FMO3",-0.213466521382877,0.448176041881644,0.999380980658289
"MYLIP",0.0131863004789932,0.905445639231607,0.999380980658289
"NOX1",-1.28323099066783,0.200856740856726,0.999380980658289
"E2F2",0.364782842267854,0.500286114645613,0.999380980658289
"PSMB1",-0.0689987297680463,0.422486351842822,0.999380980658289
"SYN1",0.134308105978473,0.818020207018665,0.999380980658289
"JARID2",0.0547598376046558,0.545947678544338,0.999380980658289
"CAMK1G",0.370078773154613,0.595597912646533,0.999380980658289
"CDK11A",0.303732214861634,0.228943817587953,0.999380980658289
"NADK",0.137506388839437,0.00589348382421809,0.999380980658289
"TFAP2B",1.96192011432666,0.161289583443325,0.999380980658289
"TFAP2D",-1.45504583909219,0.166042823912249,0.999380980658289
"DLEC1",-0.394003997086643,0.0630110767388841,0.999380980658289
"CYTH3",0.0974531098770667,0.530873477120449,0.999380980658289
"ADAM22",0.0655941949120823,0.693496031654429,0.999380980658289
"SYPL1",-0.209822224856636,0.215521770322521,0.999380980658289
"CYB561",0.14163148874052,0.752273043462365,0.999380980658289
"SPAG9",0.0386507145743872,0.71035247965614,0.999380980658289
"CELSR3",0.306003173146286,0.263071790472537,0.999380980658289
"AASS",0.124678946510888,0.43444802233281,0.999380980658289
"PLEKHG6",-1.86141815085345,0.0432625336004447,0.999380980658289
"SS18L2",-0.10378910073969,0.418371367253438,0.999380980658289
"MPND",0.0830340251995587,0.436498561259664,0.999380980658289
"MGST1",0.0451955426720537,0.889619293147539,0.999380980658289
"CRY1",-0.0997627336255831,0.293499327853462,0.999380980658289
"PGLYRP1",-0.240193009433246,0.882806712478043,0.999380980658289
"NFIX",0.0301481482555852,0.806442345082616,0.999380980658289
"ST3GAL1",0.022599952129047,0.911679990002336,0.999380980658289
"MMP25",0.292417490326159,0.55665262822039,0.999380980658289
"IL32",-0.0491778781922073,0.893304260372645,0.999380980658289
"PKD1",0.339614739633827,0.0181234298693938,0.999380980658289
"MAPK8IP2",0.171117688813875,0.600478056781278,0.999380980658289
"MED24",0.166298362189891,0.0214228384186181,0.999380980658289
"RHOBTB2",0.203337748029853,0.494012245325382,0.999380980658289
"HEATR5B",-0.0180608480278581,0.821147997261057,0.999380980658289
"SEC62",-0.0919841582705647,0.303284206117875,0.999380980658289
"RPS20",-0.010589287816164,0.889079174677311,0.999380980658289
"CSDE1",-0.106976652791274,0.0905403521739003,0.999380980658289
"UBE3C",0.0503715176337478,0.46064774506739,0.999380980658289
"REV3L",0.0871119571497756,0.402858946675852,0.999380980658289
"TENM1",0.180749071864395,0.443759773020545,0.999380980658289
"PAX7",0.282590600912363,0.717564728889186,0.999380980658289
"MASP2",0.214288728301881,0.76122374183006,0.999380980658289
"FAM76A",-0.166054983860368,0.0943185035776772,0.999380980658289
"TRAF3IP3",-0.403562595102473,0.135749452965226,0.999380980658289
"POMT2",0.12672413999453,0.222928441272163,0.999380980658289
"VTA1",-0.101226411275352,0.424015944798749,0.999380980658289
"MLXIPL",-0.0384084687326823,0.842512095273588,0.999380980658289
"BAZ1B",0.0103441626535879,0.866413804701438,0.999380980658289
"RANBP9",-0.0359128719951723,0.749150714738489,0.999380980658289
"ETV7",-0.0389157356423604,0.910673466575321,0.999380980658289
"SPRTN",-0.180365154559156,0.0650418421993204,0.999380980658289
"METTL13",-0.0758975311600503,0.279089622796198,0.999380980658289
"DYRK4",-0.0607150829957736,0.530246620503642,0.999380980658289
"ZNF207",0.04142211365115,0.723726559194866,0.999380980658289
"UQCRC1",-0.047032323014845,0.724584300824555,0.999380980658289
"STARD3NL",-0.0719741458773844,0.349235128425397,0.999380980658289
"CD9",-0.240379796003188,0.0534979319669576,0.999380980658289
"HHATL",0.391323209761222,0.155515928921524,0.999380980658289
"NCAPD2",-0.0726434965851594,0.570880298351522,0.999380980658289
"IFFO1",0.155295463432893,0.0768788515148172,0.999380980658289
"GIPR",0.594220186154498,0.0506329488810991,0.999380980658289
"PHF7",-0.00195715585074594,0.986489918220719,0.999380980658289
"SEMA3G",0.0113540450001488,0.949756058501838,0.999380980658289
"NISCH",0.0995202231187353,0.311995850022058,0.999380980658289
"STAB1",-0.0895448334202269,0.67125297801448,0.999380980658289
"FUZ",0.0253430300567732,0.835167537830293,0.999380980658289
"SLC6A13",0.504225164716435,0.00263423160110614,0.999380980658289
"IDS",0.253337440849364,0.482081782922184,0.999380980658289
"PRSS3",0.14899922158624,0.790352706062661,0.999380980658289
"ZNF200",-0.0236475863199191,0.798002894468252,0.999380980658289
"CD4",-0.18249288011993,0.620001139184995,0.999380980658289
"LRRC23",0.0160005044517657,0.898082136270853,0.999380980658289
"BTK",-0.288489996592406,0.388841560330416,0.999380980658289
"HFE",-0.0591904775718851,0.755010971673673,0.999380980658289
"SCMH1",0.102160280789034,0.387179748935539,0.999380980658289
"FYN",0.0271311420475066,0.651266051123229,0.999380980658289
"HIVEP2",0.0952624004128612,0.645863113851223,0.999380980658289
"FMO1",0.440807749302483,0.476034070102944,0.999380980658289
"ELOA",-0.00742014092765568,0.908277866511453,0.999380980658289
"LYPLA2",0.0436151292240301,0.757767939912193,0.999380980658289
"CLCN6",-0.0608549689120676,0.465666423011987,0.999380980658289
"MRC2",-0.0446733958429645,0.804165776884724,0.999380980658289
"SLC6A7",0.400673766669365,0.589009806852563,0.999380980658289
"TSPAN9",0.176620303047363,0.395583569951632,0.999380980658289
"BTBD7",0.0187492487531161,0.774674806360036,0.999380980658289
"APBA3",0.15303866313316,0.341583843435807,0.999380980658289
"MKS1",0.0353893841744064,0.845405969553706,0.999380980658289
"ABHD5",-0.272344773120793,0.145008856341189,0.999380980658289
"ANOS1",-0.0548341463804072,0.838566438334132,0.999380980658289
"AKAP8L",0.0973606552528175,0.283311882716128,0.999380980658289
"MBTD1",-0.0056844996432599,0.951263887214836,0.999380980658289
"UTP18",-0.00927576648824679,0.913429253891196,0.999380980658289
"RNF216",0.0950813921245302,0.0980573687420978,0.999380980658289
"TTC19",0.0245563511147702,0.859284682707818,0.999380980658289
"PTBP1",-0.054522621101936,0.561500921247313,0.999380980658289
"DPF1",0.0709095507889197,0.833657604982676,0.999380980658289
"SYT7",0.222848586154357,0.713968617657479,0.999380980658289
"LARS2",0.180066169190642,0.068419130039357,0.999380980658289
"PIK3C2A",-0.0249679644234497,0.654098444882405,0.999380980658289
"PLAUR",-0.0349014967395194,0.880844316016492,0.999380980658289
"ANLN",-0.191623900164618,0.293243183743856,0.999380980658289
"WIZ",0.117869632566776,0.16450865019089,0.999380980658289
"RABGAP1",0.0329913337634332,0.564415385849754,0.999380980658289
"DCN",0.0549957210842002,0.689692515780329,0.999380980658289
"QPCTL",0.073174811107814,0.625356578282302,0.999380980658289
"PPP5C",0.0322795678561511,0.767373758149892,0.999380980658289
"CEP68",0.0360229998334853,0.725157322331952,0.999380980658289
"MAP4K3",-0.0137587064128897,0.883309796737079,0.999380980658289
"ZBTB32",-0.388546393704925,0.663956807844036,0.999380980658289
"TYROBP",-0.425444095820875,0.26345446939621,0.999380980658289
"LDAF1",0.125098295790823,0.617993613564697,0.999380980658289
"GABRA3",0.100972746233865,0.82614793989708,0.999380980658289
"BRCA1",0.0707849802143203,0.651248648275286,0.999380980658289
"ERCC1",-0.0649703875988036,0.344992251374268,0.999380980658289
"CD22",0.475184680977172,0.0412605888313052,0.999380980658289
"SEMA3B",-0.0436174264964367,0.759412604501941,0.999380980658289
"MBTPS2",-0.121939661608028,0.133386769607608,0.999380980658289
"PRICKLE3",0.0898523277036314,0.66923393862956,0.999380980658289
"LTF",-0.309055852613268,0.662060479292178,0.999380980658289
"EXTL3",0.0535809802148364,0.619235397530119,0.999380980658289
"NR1H4",-0.527377990728376,0.388621247784341,0.999380980658289
"ELOVL5",-0.20347729864162,0.12924027050849,0.999380980658289
"ALOX5",-0.507272257116644,0.043817563870799,0.999380980658289
"KDM5D",0.166994148656548,0.895491469537309,0.999380980658289
"CALCOCO1",0.0726582727887448,0.338267675530772,0.999380980658289
"UBR7",-0.109048718733206,0.211152901831409,0.999380980658289
"MAP4K5",0.137724276619372,0.470888392618707,0.999380980658289
"EHD3",0.128332195898579,0.620000041686205,0.999380980658289
"PSMC4",-0.104592094273692,0.274203740235879,0.999380980658289
"MAN2B2",0.137166218831116,0.243626474241488,0.999380980658289
"SLC7A14",0.00645301034600055,0.97480211213507,0.999380980658289
"CLDN11",-0.171290095999163,0.263667199205488,0.999380980658289
"SLC25A39",0.00905883776662346,0.913041441135735,0.999380980658289
"MVP",0.0278707564520194,0.853001552846402,0.999380980658289
"NUB1",-0.100148061202188,0.131360060789404,0.999380980658289
"PGM3",-0.00928803521982721,0.89428036996431,0.999380980658289
"RWDD2A",-0.0191037748334174,0.920927813911374,0.999380980658289
"CLK1",0.0706554283476723,0.716371373384081,0.999380980658289
"POLR3B",-0.0190239575056852,0.853965924354952,0.999380980658289
"ANGEL1",-0.0102257370835629,0.925238340915939,0.999380980658289
"RNF14",0.0145502902504181,0.860677503351034,0.999380980658289
"DNASE1L1",0.271900229190147,0.183821270624021,0.999380980658289
"DDX11",0.834047111004613,0.00594771423775657,0.999380980658289
"HEBP1",-0.0787015813751396,0.435611170545078,0.999380980658289
"GPRC5A",-0.307300191478827,0.49142788241826,0.999380980658289
"MAMLD1",0.319075757053743,0.212803239570746,0.999380980658289
"CD6",0.0914327426763549,0.758627518437064,0.999380980658289
"TACC3",0.231282304491488,0.149882274799446,0.999380980658289
"UFL1",-0.15922563920926,0.161893125815061,0.999380980658289
"POLA2",0.0492409050288098,0.604108500026908,0.999380980658289
"ZC3H3",0.138773916092976,0.0431621520862204,0.999380980658289
"CAPN1",0.0211342823080054,0.911820179038936,0.999380980658289
"ACP3",-0.0377994489153396,0.874376754059292,0.999380980658289
"MDH1",0.0111229579661981,0.968337616610195,0.999380980658289
"SLC30A9",-0.183980532838841,0.137856323292591,0.999380980658289
"MTMR11",0.248418574484833,0.23424059734681,0.999380980658289
"COX15",-0.0146050231639783,0.86151891852154,0.999380980658289
"CCDC88C",0.2271786961898,0.279306265067261,0.999380980658289
"YAF2",-0.0615711639698963,0.648925172419846,0.999380980658289
"ZMYND11",0.00401567142155233,0.954616366585478,0.999380980658289
"WAS",-0.341493075431743,0.186285381196036,0.999380980658289
"DPEP1",1.22985175904943,0.419362963879368,0.999380980658289
"BID",0.00623399530933506,0.976140768196278,0.999380980658289
"MATR3",-0.0266217698635799,0.701093270924913,0.999380980658289
"NPC1L1",0.692017098247815,0.198720600575078,0.999380980658289
"XYLT2",0.0966659092857965,0.314715378540595,0.999380980658289
"RGPD5",-1.00881293351655,0.521984424034732,0.999380980658289
"STMN4",-0.262532040199205,0.445043220422924,0.999380980658289
"NUDCD3",0.0427435034758428,0.765479772996661,0.999380980658289
"CHDH",0.175024015770953,0.202747008774577,0.999380980658289
"IL20RA",-0.296417224027072,0.207676577116028,0.999380980658289
"CLCA1",-1.52997255920121,0.070241982582615,0.999380980658289
"CLCA4",-0.00402403963300294,0.984500825882065,0.999380980658289
"GLT8D1",-0.0776950201826876,0.356875183170932,0.999380980658289
"ATP2C1",-0.00930802172662989,0.902686736712756,0.999380980658289
"ENSG00000017373",0.0777865982265374,0.584639869849868,0.999380980658289
"IGF1",-0.205357094412493,0.604783251368925,0.999380980658289
"SLC38A5",-0.0123923983568105,0.957624301703112,0.999380980658289
"ENSG00000017621",-0.467878994890551,0.117478899598156,0.999380980658289
"RALBP1",-0.0494605339899743,0.51705786789887,0.999380980658289
"RUFY3",-0.114864205562144,0.174678126073777,0.999380980658289
"CNTN1",0.10222499254537,0.672094636791649,0.999380980658289
"SLC11A1",-0.479211931293312,0.212400428328779,0.999380980658289
"WWTR1",-0.157611569032077,0.41944779053367,0.999380980658289
"AGPS",-0.073312342918448,0.51996488770518,0.999380980658289
"ZNF285CP",0.437250775117683,0.140423312131745,0.999380980658289
"STEEP1",0.009269797284342,0.921160276139945,0.999380980658289
"ATP1A2",0.174738776473107,0.329259155736405,0.999380980658289
"TTC27",0.0824927078618164,0.457299660498585,0.999380980658289
"ZNF582",0.0321597352280962,0.723996985648322,0.999380980658289
"VSIG2",0.0168593058800332,0.956905291863283,0.999380980658289
"PHLDB1",0.199848498857138,0.210083124682083,0.999380980658289
"MARCO",-0.0247302199599313,0.964986517029812,0.999380980658289
"CYP24A1",-0.107458166193779,0.754571019180318,0.999380980658289
"PRDM11",0.0792788862425886,0.547508792737921,0.999380980658289
"SYT13",0.0853349628378573,0.893126350055639,0.999380980658289
"SNAI2",0.0353484005184654,0.892057031045297,0.999380980658289
"CD74",-0.38819653404203,0.314944406959671,0.999380980658289
"HGF",-0.388434411113968,0.169701636151942,0.999380980658289
"ZRANB1",-0.0420175481295183,0.60251051040421,0.999380980658289
"NCDN",0.144486848059531,0.662294824852098,0.999380980658289
"ADGRA2",0.229281942742497,0.0998369257616841,0.999380980658289
"CCT8L1P",-0.447476211100536,0.825896738028241,0.999380980658289
"ZFP64",0.0464780236090013,0.578625651153113,0.999380980658289
"MNAT1",0.0111076687821931,0.867482714586148,0.999380980658289
"SAMD4A",-0.0110652441210938,0.955993579090326,0.999380980658289
"RUNX3",-0.252524207302826,0.351632200049849,0.999380980658289
"MRE11",0.0101178313490479,0.915057798751144,0.999380980658289
"PLEKHB1",-0.0417363729006956,0.763430332280517,0.999380980658289
"SERPINB1",-0.0556436330840235,0.762236859475976,0.999380980658289
"CYP3A43",0.0161303150469403,0.959094233282885,0.999380980658289
"SLC7A9",0.427242644626573,0.291974136045278,0.999380980658289
"SPAST",-0.0559987470460699,0.583325094311459,0.999380980658289
"NRXN3",0.239906784074097,0.236560800613573,0.999380980658289
"OSBPL5",0.0792943877675518,0.522468697813093,0.999380980658289
"AQR",-0.0295952030605424,0.533470991236387,0.999380980658289
"CPS1",0.294921489696954,0.306197011372002,0.999380980658289
"FHL1",0.125658806854386,0.584695704234289,0.999380980658289
"RTF2",-0.0735572125496913,0.393693860889812,0.999380980658289
"GABRA1",0.0713510020840183,0.915664891590421,0.999380980658289
"NLRP2",-0.207688090954853,0.852242261566625,0.999380980658289
"SLC45A4",0.0855750647421884,0.763393287878762,0.999380980658289
"RNF10",-0.00377835310835476,0.951141593236865,0.999380980658289
"ZNF839",0.134776947482492,0.100163192558295,0.999380980658289
"ZDHHC6",-0.0353163534122202,0.595868422422922,0.999380980658289
"GRAMD1B",0.22957463900252,0.564265020634083,0.999380980658289
"RNH1",-0.042507856373165,0.77000584140277,0.999380980658289
"NDUFS1",-0.131259794292163,0.188143485863947,0.999380980658289
"RB1CC1",0.0847312120681887,0.590972569236197,0.999380980658289
"ERP44",-0.124423401980744,0.0646026074079886,0.999380980658289
"ALAS1",0.00415861040790333,0.966979720894661,0.999380980658289
"BIRC3",-0.654794622242909,0.0173303287084567,0.999380980658289
"AKAP11",-0.0545423905695002,0.616797596736388,0.999380980658289
"GLRX2",-0.064338953770939,0.711192173109675,0.999380980658289
"SNAPC1",-0.0384810302691062,0.734399105844728,0.999380980658289
